group	d__Archaea;p__Crenarchaeota	d__Archaea;p__Euryarchaeota	d__Archaea;p__Halobacterota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Deferribacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__FCPU426	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__MBNT15	d__Bacteria;p__Myxococcota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__RCP2-54	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Verrucomicrobiota	
Treatment_120_10min	61.53846153846154	7.6923076923076925	7.6923076923076925	23.076923076923077	76.92307692307692	92.3076923076923	69.23076923076923	84.61538461538461	76.92307692307692	76.92307692307692	7.6923076923076925	38.46153846153846	38.46153846153846	76.92307692307692	61.53846153846154	38.46153846153846	38.46153846153846	46.15384615384615	76.92307692307692	7.6923076923076925	76.92307692307692	7.6923076923076925	76.92307692307692	7.6923076923076925	76.92307692307692	76.92307692307692	100.0	0.0	38.46153846153846	76.92307692307692	76.92307692307692	
Treatment_Control	23.076923076923077	0.0	7.6923076923076925	23.076923076923077	69.23076923076923	100.0	61.53846153846154	76.92307692307692	76.92307692307692	76.92307692307692	0.0	23.076923076923077	30.76923076923077	76.92307692307692	53.84615384615385	38.46153846153846	38.46153846153846	38.46153846153846	84.61538461538461	7.6923076923076925	69.23076923076923	0.0	76.92307692307692	30.76923076923077	76.92307692307692	61.53846153846154	100.0	7.6923076923076925	15.384615384615385	46.15384615384615	69.23076923076923	
