group	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria	d__Archaea;p__Euryarchaeota;c__Methanobacteria	d__Archaea;p__Halobacterota;c__Methanosarcinia	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Armatimonadota;c__Armatimonadia	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Armatimonadota;c__uncultured	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Bacteroidota;c__Kryptonia	d__Bacteria;p__Bacteroidota;c__SJA-28	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Deferribacterota;c__Deferribacteres	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Patescibacteria;c__ABY1	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Patescibacteria;c__Dojkabacteria	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Patescibacteria;c__WWE3	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__RCP2-54;c__RCP2-54	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	
Treatment_120_10min	61.53846153846154	7.6923076923076925	7.6923076923076925	23.076923076923077	76.92307692307692	23.076923076923077	76.92307692307692	7.6923076923076925	61.53846153846154	7.6923076923076925	76.92307692307692	92.3076923076923	0.0	69.23076923076923	7.6923076923076925	76.92307692307692	69.23076923076923	53.84615384615385	0.0	84.61538461538461	38.46153846153846	7.6923076923076925	7.6923076923076925	76.92307692307692	76.92307692307692	15.384615384615385	76.92307692307692	38.46153846153846	30.76923076923077	0.0	69.23076923076923	23.076923076923077	69.23076923076923	7.6923076923076925	38.46153846153846	38.46153846153846	76.92307692307692	30.76923076923077	53.84615384615385	46.15384615384615	30.76923076923077	7.6923076923076925	7.6923076923076925	38.46153846153846	46.15384615384615	69.23076923076923	76.92307692307692	53.84615384615385	53.84615384615385	7.6923076923076925	15.384615384615385	76.92307692307692	46.15384615384615	23.076923076923077	7.6923076923076925	76.92307692307692	76.92307692307692	7.6923076923076925	7.6923076923076925	7.6923076923076925	0.0	23.076923076923077	15.384615384615385	76.92307692307692	7.6923076923076925	30.76923076923077	61.53846153846154	7.6923076923076925	46.15384615384615	69.23076923076923	76.92307692307692	100.0	0.0	38.46153846153846	15.384615384615385	76.92307692307692	69.23076923076923	7.6923076923076925	7.6923076923076925	76.92307692307692	
Treatment_Control	23.076923076923077	0.0	7.6923076923076925	23.076923076923077	61.53846153846154	7.6923076923076925	61.53846153846154	15.384615384615385	53.84615384615385	15.384615384615385	76.92307692307692	100.0	7.6923076923076925	30.76923076923077	0.0	76.92307692307692	53.84615384615385	53.84615384615385	7.6923076923076925	76.92307692307692	23.076923076923077	0.0	15.384615384615385	76.92307692307692	69.23076923076923	7.6923076923076925	76.92307692307692	15.384615384615385	15.384615384615385	7.6923076923076925	53.84615384615385	15.384615384615385	61.53846153846154	0.0	23.076923076923077	30.76923076923077	76.92307692307692	30.76923076923077	46.15384615384615	30.76923076923077	38.46153846153846	7.6923076923076925	0.0	38.46153846153846	38.46153846153846	84.61538461538461	46.15384615384615	38.46153846153846	38.46153846153846	7.6923076923076925	0.0	69.23076923076923	23.076923076923077	15.384615384615385	0.0	61.53846153846154	76.92307692307692	7.6923076923076925	30.76923076923077	0.0	7.6923076923076925	7.6923076923076925	0.0	76.92307692307692	0.0	7.6923076923076925	53.84615384615385	7.6923076923076925	23.076923076923077	46.15384615384615	100.0	100.0	7.6923076923076925	15.384615384615385	7.6923076923076925	46.15384615384615	53.84615384615385	0.0	7.6923076923076925	69.23076923076923	
